,s_id,q_id,run0,rerun,mined,p0,p_mined,residual,W,std.resid^2
339,3,77,1.0,1,1,1.0,1.0,0.0,0.0,0.0
340,3,40,1.0,1,1,1.0,1.0,0.0,0.0,0.0
341,3,90,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
342,3,63,1.0,1,1,1.0,1.0,0.0,0.0,0.0
343,3,68,1.0,1,1,1.0,1.0,0.0,0.0,0.0
344,3,92,1.0,1,1,1.0,1.0,0.0,0.0,0.0
345,3,31,1.0,1,1,1.0,1.0,0.0,0.0,0.0
346,3,19,1.0,1,1,1.0,1.0,0.0,0.0,0.0
347,3,48,1.0,1,1,1.0,1.0,0.0,0.0,0.0
348,3,52,1.0,1,1,1.0,1.0,0.0,0.0,0.0
349,3,81,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
350,3,6,1.0,1,1,1.0,1.0,0.0,0.0,0.0
351,3,73,1.0,1,1,1.0,1.0,0.0,0.0,0.0
352,3,58,1.0,1,1,1.0,1.0,0.0,0.0,0.0
353,3,97,1.0,1,1,1.0,1.0,0.0,0.0,0.0
354,3,14,1.0,1,1,1.0,1.0,0.0,0.0,0.0
355,3,2,1.0,1,1,1.0,1.0,0.0,0.0,0.0
356,3,61,1.0,1,1,1.0,1.0,0.0,0.0,0.0
357,3,74,1.0,1,1,1.0,1.0,0.0,0.0,0.0
358,3,69,1.0,1,1,1.0,1.0,0.0,0.0,0.0
359,3,85,1.0,1,1,1.0,1.0,0.0,0.0,0.0
360,3,28,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
361,3,0,1.0,1,1,1.0,1.0,0.0,0.0,0.0
362,3,66,1.0,1,1,1.0,1.0,0.0,0.0,0.0
363,3,41,1.0,1,1,1.0,1.0,0.0,0.0,0.0
364,3,21,1.0,1,1,1.0,1.0,0.0,0.0,0.0
365,3,79,1.0,1,1,1.0,1.0,0.0,0.0,0.0
366,3,67,1.0,1,1,1.0,1.0,0.0,0.0,0.0
367,3,16,1.0,1,1,1.0,1.0,0.0,0.0,0.0
368,3,45,1.0,1,1,1.0,1.0,0.0,0.0,0.0
369,3,98,1.0,1,1,1.0,1.0,0.0,0.0,0.0
370,3,12,0.0,0,1,0.0,1.0,1.0,0.0,1.0
371,3,32,0.0,0,0,0.0,0.0,0.0,0.0,0.0
372,3,13,1.0,1,1,1.0,1.0,0.0,0.0,0.0
373,3,23,1.0,1,1,1.0,1.0,0.0,0.0,0.0
374,3,49,1.0,1,1,1.0,1.0,0.0,0.0,0.0
375,3,83,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
376,3,80,1.0,1,1,1.0,1.0,0.0,0.0,0.0
377,3,39,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
378,3,38,1.0,1,1,1.0,1.0,0.0,0.0,0.0
379,3,5,1.0,1,1,1.0,1.0,0.0,0.0,0.0
380,3,53,1.0,1,1,1.0,1.0,0.0,0.0,0.0
381,3,34,1.0,1,1,1.0,1.0,0.0,0.0,0.0
382,3,26,1.0,1,1,1.0,1.0,0.0,0.0,0.0
383,3,65,1.0,1,0,1.0,0.0,-1.0,0.0,1.0
384,3,4,1.0,1,1,1.0,1.0,0.0,0.0,0.0
385,3,96,1.0,1,1,1.0,1.0,0.0,0.0,0.0
386,3,1,1.0,1,1,1.0,1.0,0.0,0.0,0.0
387,3,44,1.0,1,1,1.0,1.0,0.0,0.0,0.0
388,3,89,1.0,1,1,1.0,1.0,0.0,0.0,0.0
389,3,59,1.0,1,1,1.0,1.0,0.0,0.0,0.0
390,3,99,1.0,1,1,1.0,1.0,0.0,0.0,0.0
391,3,55,1.0,1,1,1.0,1.0,0.0,0.0,0.0
392,3,72,1.0,1,1,1.0,1.0,0.0,0.0,0.0
393,3,43,1.0,1,1,1.0,1.0,0.0,0.0,0.0
394,3,7,1.0,1,1,1.0,1.0,0.0,0.0,0.0
395,3,64,1.0,1,1,1.0,1.0,0.0,0.0,0.0
396,3,71,1.0,1,1,1.0,1.0,0.0,0.0,0.0
397,3,37,1.0,1,1,1.0,1.0,0.0,0.0,0.0
398,3,33,1.0,1,1,1.0,1.0,0.0,0.0,0.0
399,3,15,1.0,1,1,1.0,1.0,0.0,0.0,0.0
400,4,95,1.0,1,1,1.0,1.0,0.0,0.0,0.0
401,4,30,1.0,1,1,1.0,1.0,0.0,0.0,0.0
402,4,36,1.0,1,1,1.0,1.0,0.0,0.0,0.0
403,4,69,1.0,1,1,1.0,1.0,0.0,0.0,0.0
